link_length_km,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,LGVs,all_HGVs,Data.Precipitation,Data.Temperature.Avg Temp,Data.Temperature.Max Temp,Data.Temperature.Min Temp,Data.Wind.Speed,hour,day_of_week,month,is_weekend,target
0.7618654757700495,0.35802107728337235,0.5141230068337129,0.3061089812079693,0.4142231209976407,0.06986375367624986,0.40862800565770874,0.0,0.49523809523809526,0.4818181818181818,0.5238095238095238,0.08231939163498099,0.0,0.0,0.0,0.0,23856600000.0
0.7618654757700495,0.35802107728337235,0.5141230068337129,0.3061089812079693,0.4142231209976407,0.06986375367624986,0.40862800565770874,0.0,0.49523809523809526,0.49090909090909085,0.5142857142857143,0.07338403041825095,0.0,0.0,0.0,0.0,23856600000.0
0.7618654757700495,0.35802107728337235,0.5141230068337129,0.3061089812079693,0.4142231209976407,0.06986375367624986,0.40862800565770874,0.0214190093708166,0.5619047619047619,0.5272727272727272,0.6095238095238096,0.1849809885931559,0.0,0.0,0.0,0.0,23856600000.0
0.7618654757700495,0.35802107728337235,0.5141230068337129,0.3061089812079693,0.4142231209976407,0.06986375367624986,0.40862800565770874,0.0,0.5523809523809524,0.5363636363636364,0.580952380952381,0.13041825095057036,0.0,0.0,0.0,0.0,23856600000.0
0.7618654757700495,0.35802107728337235,0.5141230068337129,0.3061089812079693,0.4142231209976407,0.06986375367624986,0.40862800565770874,0.0013386880856760374,0.44761904761904764,0.40909090909090906,0.49523809523809526,0.1482889733840304,0.0,0.0,0.0,0.0,23856600000.0
0.7618654757700495,0.35802107728337235,0.5141230068337129,0.3061089812079693,0.4142231209976407,0.06986375367624986,0.40862800565770874,0.012048192771084336,0.48571428571428577,0.4636363636363636,0.5142857142857143,0.1653992395437262,0.0,0.0,0.0,0.0,23856600000.0
0.7618654757700495,0.35802107728337235,0.5141230068337129,0.3061089812079693,0.4142231209976407,0.06986375367624986,0.40862800565770874,0.006693440428380187,0.40952380952380957,0.3909090909090909,0.4476190476190477,0.3129277566539924,0.0,0.0,0.0,0.0,23856600000.0
0.7618654757700495,0.35802107728337235,0.5141230068337129,0.3061089812079693,0.4142231209976407,0.06986375367624986,0.40862800565770874,0.020080321285140562,0.33333333333333337,0.3545454545454545,0.3047619047619048,0.058935361216730035,0.0,0.0,0.0,0.0,23856600000.0
0.7618654757700495,0.35802107728337235,0.5141230068337129,0.3061089812079693,0.4142231209976407,0.06986375367624986,0.40862800565770874,0.08032128514056225,0.44761904761904764,0.3909090909090909,0.5142857142857143,0.1730038022813688,0.0,0.0,0.0,0.0,23856600000.0
0.7618654757700495,0.35802107728337235,0.5141230068337129,0.3061089812079693,0.4142231209976407,0.06986375367624986,0.40862800565770874,0.28781793842034803,0.48571428571428577,0.4545454545454545,0.5333333333333334,0.18555133079847907,0.0,0.0,0.0,0.0,23856600000.0
0.7618654757700495,0.35802107728337235,0.5141230068337129,0.3061089812079693,0.4142231209976407,0.06986375367624986,0.40862800565770874,0.0,0.41904761904761906,0.4181818181818182,0.43809523809523815,0.34030418250950567,0.0,0.0,0.0,0.0,23856600000.0
0.7618654757700495,0.35802107728337235,0.5141230068337129,0.3061089812079693,0.4142231209976407,0.06986375367624986,0.40862800565770874,0.0,0.2571428571428572,0.3363636363636363,0.2571428571428572,0.041825095057034224,0.0,0.0,0.0,0.0,23856600000.0
0.7618654757700495,0.35802107728337235,0.5141230068337129,0.3061089812079693,0.4142231209976407,0.06986375367624986,0.40862800565770874,0.002677376171352075,0.380952380952381,0.3727272727272727,0.4,0.1564638783269962,0.0,0.0,0.0,0.0,23856600000.0
0.7618654757700495,0.35802107728337235,0.5141230068337129,0.3061089812079693,0.4142231209976407,0.06986375367624986,0.40862800565770874,0.16331994645247658,0.49523809523809526,0.44545454545454544,0.5523809523809524,0.21406844106463876,0.0,0.0,0.0,0.0,23856600000.0
0.7618654757700495,0.35802107728337235,0.5141230068337129,0.3061089812079693,0.4142231209976407,0.06986375367624986,0.40862800565770874,0.0,0.5047619047619047,0.44545454545454544,0.5714285714285715,0.37566539923954373,0.0,0.0,0.0,0.0,23856600000.0
0.7618654757700495,0.35802107728337235,0.5141230068337129,0.3061089812079693,0.4142231209976407,0.06986375367624986,0.40862800565770874,0.09370816599732262,0.4666666666666667,0.42727272727272725,0.5142857142857143,0.17547528517110267,0.0,0.0,0.0,0.0,23856600000.0
0.7618654757700495,0.35802107728337235,0.5141230068337129,0.3061089812079693,0.4142231209976407,0.06986375367624986,0.40862800565770874,0.018741633199464525,0.44761904761904764,0.4,0.5047619047619049,0.21292775665399238,0.0,0.0,0.0,0.0,23856600000.0
0.7618654757700495,0.35802107728337235,0.5141230068337129,0.3061089812079693,0.4142231209976407,0.06986375367624986,0.40862800565770874,0.02275769745649264,0.4761904761904762,0.4363636363636363,0.5333333333333334,0.11711026615969582,0.0,0.0,0.0,0.0,23856600000.0
